dateday,season,year,month,holiday,weekday,workingday,weather_condition,temperature,atemp,humidity,casual,registered,count,day_type,Recency,R_Score,F_Score,M_Score,RFM_Score,Segment,temp_category,hum_category,rental_volume_category
2012-04-27,summer,1,april,0,friday,1,clear,0.4575,0.452637,0.400833,1014,5219,6233,weekday,248,4,4,4,444,Best Days,Mild,Medium Humidity,Very High Rentals
2012-04-28,summer,1,april,0,saturday,0,mist,0.376667,0.377504,0.489583,1120,3100,4220,weekend,247,4,3,3,433,Good Days,Mild,Medium Humidity,Medium Rentals
2012-04-29,summer,1,april,0,sunday,0,clear,0.458333,0.450121,0.587083,2229,4075,6304,weekend,246,4,4,4,444,Best Days,Mild,Medium Humidity,Very High Rentals
2012-04-30,summer,1,april,0,monday,1,mist,0.464167,0.457696,0.57,665,4907,5572,weekday,245,4,4,4,444,Best Days,Mild,Medium Humidity,High Rentals
2012-05-01,summer,1,may,0,tuesday,1,mist,0.613333,0.577021,0.659583,653,5087,5740,weekday,244,4,4,4,444,Best Days,Warm,Medium Humidity,High Rentals
2012-05-02,summer,1,may,0,wednesday,1,clear,0.564167,0.537896,0.797083,667,5502,6169,weekday,243,4,4,4,444,Best Days,Warm,High Humidity,Very High Rentals
2012-05-03,summer,1,may,0,thursday,1,mist,0.56,0.537242,0.768333,764,5657,6421,weekday,242,4,5,5,455,Best Days,Warm,High Humidity,Very High Rentals
2012-05-04,summer,1,may,0,friday,1,clear,0.6275,0.590917,0.735417,1069,5227,6296,weekday,241,4,4,4,444,Best Days,Warm,High Humidity,Very High Rentals
2012-05-05,summer,1,may,0,saturday,0,mist,0.621667,0.584608,0.756667,2496,4387,6883,weekend,240,4,5,5,455,Best Days,Warm,High Humidity,Very High Rentals
2012-05-06,summer,1,may,0,sunday,0,mist,0.5625,0.546737,0.74,2135,4224,6359,weekend,239,4,4,4,444,Best Days,Warm,High Humidity,Very High Rentals
2012-05-07,summer,1,may,0,monday,1,mist,0.5375,0.527142,0.664167,1008,5265,6273,weekday,238,4,4,4,444,Best Days,Warm,High Humidity,Very High Rentals
2012-05-08,summer,1,may,0,tuesday,1,mist,0.581667,0.557471,0.685833,738,4990,5728,weekday,237,4,4,4,444,Best Days,Warm,High Humidity,High Rentals
2012-05-09,summer,1,may,0,wednesday,1,mist,0.575,0.553025,0.744167,620,4097,4717,weekday,236,4,3,3,433,Good Days,Warm,High Humidity,High Rentals
2012-05-10,summer,1,may,0,thursday,1,clear,0.505833,0.491783,0.552083,1026,5546,6572,weekday,235,4,5,5,455,Best Days,Warm,Medium Humidity,Very High Rentals
2012-05-11,summer,1,may,0,friday,1,clear,0.533333,0.520833,0.360417,1319,5711,7030,weekday,234,4,5,5,455,Best Days,Warm,Medium Humidity,Very High Rentals
2012-05-12,summer,1,may,0,saturday,0,clear,0.564167,0.544817,0.480417,2622,4807,7429,weekend,233,4,5,5,455,Best Days,Warm,Medium Humidity,Very High Rentals
2012-05-13,summer,1,may,0,sunday,0,clear,0.6125,0.585238,0.57625,2172,3946,6118,weekend,232,4,4,4,444,Best Days,Warm,Medium Humidity,Very High Rentals
2012-05-14,summer,1,may,0,monday,1,mist,0.573333,0.5499,0.789583,342,2501,2843,weekday,231,4,2,2,422,Regular Days,Warm,High Humidity,Low Rentals
2012-05-15,summer,1,may,0,tuesday,1,mist,0.611667,0.576404,0.794583,625,4490,5115,weekday,230,4,4,4,444,Best Days,Warm,High Humidity,High Rentals
2012-05-16,summer,1,may,0,wednesday,1,clear,0.636667,0.595975,0.697917,991,6433,7424,weekday,229,4,5,5,455,Best Days,Warm,High Humidity,Very High Rentals
2012-05-17,summer,1,may,0,thursday,1,clear,0.593333,0.572613,0.52,1242,6142,7384,weekday,228,4,5,5,455,Best Days,Warm,Medium Humidity,Very High Rentals
2012-05-18,summer,1,may,0,friday,1,clear,0.564167,0.551121,0.523333,1521,6118,7639,weekday,227,4,5,5,455,Best Days,Warm,Medium Humidity,Very High Rentals
2012-05-19,summer,1,may,0,saturday,0,clear,0.6,0.566908,0.45625,3410,4884,8294,weekend,226,4,5,5,455,Best Days,Warm,Medium Humidity,Very High Rentals
2012-05-20,summer,1,may,0,sunday,0,clear,0.620833,0.583967,0.530417,2704,4425,7129,weekend,225,4,5,5,455,Best Days,Warm,Medium Humidity,Very High Rentals
2012-05-21,summer,1,may,0,monday,1,mist,0.598333,0.565667,0.81125,630,3729,4359,weekday,224,4,3,3,433,Good Days,Warm,High Humidity,Medium Rentals
2012-05-22,summer,1,may,0,tuesday,1,mist,0.615,0.580825,0.765833,819,5254,6073,weekday,223,4,4,4,444,Best Days,Warm,High Humidity,Very High Rentals
2012-05-23,summer,1,may,0,wednesday,1,mist,0.621667,0.584612,0.774583,766,4494,5260,weekday,222,4,4,4,444,Best Days,Warm,High Humidity,High Rentals
2012-05-24,summer,1,may,0,thursday,1,clear,0.655,0.6067,0.716667,1059,5711,6770,weekday,221,4,5,5,455,Best Days,Warm,High Humidity,Very High Rentals
2012-05-25,summer,1,may,0,friday,1,clear,0.68,0.627529,0.747083,1417,5317,6734,weekday,220,4,5,5,455,Best Days,Warm,High Humidity,Very High Rentals
2012-05-26,summer,1,may,0,saturday,0,clear,0.6925,0.642696,0.7325,2855,3681,6536,weekend,219,4,5,5,455,Best Days,Warm,High Humidity,Very High Rentals
2012-05-27,summer,1,may,0,sunday,0,clear,0.69,0.641425,0.697083,3283,3308,6591,weekend,218,4,5,5,455,Best Days,Warm,High Humidity,Very High Rentals
2012-05-28,summer,1,may,1,monday,0,clear,0.7125,0.6793,0.67625,2557,3486,6043,weekday,217,4,4,4,444,Best Days,Hot,High Humidity,Very High Rentals
2012-05-29,summer,1,may,0,tuesday,1,clear,0.7225,0.672992,0.684583,880,4863,5743,weekday,216,4,4,4,444,Best Days,Hot,High Humidity,High Rentals
2012-05-30,summer,1,may,0,wednesday,1,mist,0.656667,0.611129,0.67,745,6110,6855,weekday,215,4,5,5,455,Best Days,Warm,High Humidity,Very High Rentals
2012-05-31,summer,1,may,0,thursday,1,clear,0.68,0.631329,0.492917,1100,6238,7338,weekday,214,4,5,5,455,Best Days,Warm,Medium Humidity,Very High Rentals
2012-06-01,summer,1,june,0,friday,1,mist,0.654167,0.607962,0.755417,533,3594,4127,weekday,213,4,3,3,433,Good Days,Warm,High Humidity,Medium Rentals
2012-06-02,summer,1,june,0,saturday,0,clear,0.583333,0.566288,0.549167,2795,5325,8120,weekend,212,4,5,5,455,Best Days,Warm,Medium Humidity,Very High Rentals
2012-06-03,summer,1,june,0,sunday,0,clear,0.6025,0.575133,0.493333,2494,5147,7641,weekend,211,4,5,5,455,Best Days,Warm,Medium Humidity,Very High Rentals
2012-06-04,summer,1,june,0,monday,1,clear,0.5975,0.578283,0.487083,1071,5927,6998,weekday,210,4,5,5,455,Best Days,Warm,Medium Humidity,Very High Rentals
2012-06-05,summer,1,june,0,tuesday,1,mist,0.540833,0.525892,0.613333,968,6033,7001,weekday,209,4,5,5,455,Best Days,Warm,Medium Humidity,Very High Rentals
2012-06-06,summer,1,june,0,wednesday,1,clear,0.554167,0.542292,0.61125,1027,6028,7055,weekday,208,4,5,5,455,Best Days,Warm,Medium Humidity,Very High Rentals
2012-06-07,summer,1,june,0,thursday,1,clear,0.6025,0.569442,0.567083,1038,6456,7494,weekday,207,4,5,5,455,Best Days,Warm,Medium Humidity,Very High Rentals
2012-06-08,summer,1,june,0,friday,1,clear,0.649167,0.597862,0.467917,1488,6248,7736,weekday,206,4,5,5,455,Best Days,Warm,Medium Humidity,Very High Rentals
2012-06-09,summer,1,june,0,saturday,0,clear,0.710833,0.648367,0.437083,2708,4790,7498,weekend,205,4,5,5,455,Best Days,Hot,Medium Humidity,Very High Rentals
2012-06-10,summer,1,june,0,sunday,0,clear,0.726667,0.663517,0.538333,2224,4374,6598,weekend,204,4,5,5,455,Best Days,Hot,Medium Humidity,Very High Rentals
2012-06-11,summer,1,june,0,monday,1,mist,0.720833,0.659721,0.587917,1017,5647,6664,weekday,203,4,5,5,455,Best Days,Hot,Medium Humidity,Very High Rentals
2012-06-12,summer,1,june,0,tuesday,1,mist,0.653333,0.597875,0.833333,477,4495,4972,weekday,202,4,4,4,444,Best Days,Warm,High Humidity,High Rentals
2012-06-13,summer,1,june,0,wednesday,1,clear,0.655833,0.611117,0.582083,1173,6248,7421,weekday,201,4,5,5,455,Best Days,Warm,Medium Humidity,Very High Rentals
2012-06-14,summer,1,june,0,thursday,1,clear,0.648333,0.624383,0.569583,1180,6183,7363,weekday,200,4,5,5,455,Best Days,Warm,Medium Humidity,Very High Rentals
2012-06-15,summer,1,june,0,friday,1,clear,0.639167,0.599754,0.589583,1563,6102,7665,weekday,199,4,5,5,455,Best Days,Warm,Medium Humidity,Very High Rentals
2012-06-16,summer,1,june,0,saturday,0,clear,0.631667,0.594708,0.504167,2963,4739,7702,weekend,198,4,5,5,455,Best Days,Warm,Medium Humidity,Very High Rentals
2012-06-17,summer,1,june,0,sunday,0,clear,0.5925,0.571975,0.59875,2634,4344,6978,weekend,197,4,5,5,455,Best Days,Warm,Medium Humidity,Very High Rentals
2012-06-18,summer,1,june,0,monday,1,mist,0.568333,0.544842,0.777917,653,4446,5099,weekday,196,4,4,4,444,Best Days,Warm,High Humidity,High Rentals
2012-06-19,summer,1,june,0,tuesday,1,clear,0.688333,0.654692,0.69,968,5857,6825,weekday,195,4,5,5,455,Best Days,Warm,High Humidity,Very High Rentals
2012-06-20,summer,1,june,0,wednesday,1,clear,0.7825,0.720975,0.592083,872,5339,6211,weekday,194,4,4,4,444,Best Days,Hot,Medium Humidity,Very High Rentals
2012-06-21,fall,1,june,0,thursday,1,clear,0.805833,0.752542,0.567917,778,5127,5905,weekday,193,4,4,4,444,Best Days,Hot,Medium Humidity,High Rentals
2012-06-22,fall,1,june,0,friday,1,clear,0.7775,0.724121,0.57375,964,4859,5823,weekday,192,4,4,4,444,Best Days,Hot,Medium Humidity,High Rentals
2012-06-23,fall,1,june,0,saturday,0,clear,0.731667,0.652792,0.534583,2657,4801,7458,weekend,191,4,5,5,455,Best Days,Hot,Medium Humidity,Very High Rentals
2012-06-24,fall,1,june,0,sunday,0,clear,0.743333,0.674254,0.479167,2551,4340,6891,weekend,190,4,5,5,455,Best Days,Hot,Medium Humidity,Very High Rentals
2012-06-25,fall,1,june,0,monday,1,clear,0.715833,0.654042,0.504167,1139,5640,6779,weekday,189,4,5,5,455,Best Days,Hot,Medium Humidity,Very High Rentals
2012-06-26,fall,1,june,0,tuesday,1,clear,0.630833,0.594704,0.373333,1077,6365,7442,weekday,188,4,5,5,455,Best Days,Warm,Medium Humidity,Very High Rentals
2012-06-27,fall,1,june,0,wednesday,1,clear,0.6975,0.640792,0.36,1077,6258,7335,weekday,187,4,5,5,455,Best Days,Warm,Medium Humidity,Very High Rentals
2012-06-28,fall,1,june,0,thursday,1,clear,0.749167,0.675512,0.4225,921,5958,6879,weekday,186,4,5,5,455,Best Days,Hot,Medium Humidity,Very High Rentals
2012-06-29,fall,1,june,0,friday,1,clear,0.834167,0.786613,0.48875,829,4634,5463,weekday,185,4,4,4,444,Best Days,Hot,Medium Humidity,High Rentals
2012-06-30,fall,1,june,0,saturday,0,clear,0.765,0.687508,0.60125,1455,4232,5687,weekend,184,4,4,4,444,Best Days,Hot,Medium Humidity,High Rentals
2012-07-01,fall,1,july,0,sunday,0,clear,0.815833,0.750629,0.51875,1421,4110,5531,weekend,183,4,4,4,444,Best Days,Hot,Medium Humidity,High Rentals
2012-07-02,fall,1,july,0,monday,1,clear,0.781667,0.702038,0.447083,904,5323,6227,weekday,182,4,4,4,444,Best Days,Hot,Medium Humidity,Very High Rentals
2012-07-03,fall,1,july,0,tuesday,1,clear,0.780833,0.70265,0.492083,1052,5608,6660,weekday,181,4,5,5,455,Best Days,Hot,Medium Humidity,Very High Rentals
2012-07-04,fall,1,july,1,wednesday,0,clear,0.789167,0.732337,0.53875,2562,4841,7403,weekday,180,4,5,5,455,Best Days,Hot,Medium Humidity,Very High Rentals
2012-07-05,fall,1,july,0,thursday,1,clear,0.8275,0.761367,0.457917,1405,4836,6241,weekday,179,4,4,4,444,Best Days,Hot,Medium Humidity,Very High Rentals
2012-07-06,fall,1,july,0,friday,1,clear,0.828333,0.752533,0.450833,1366,4841,6207,weekday,178,4,4,4,444,Best Days,Hot,Medium Humidity,Very High Rentals
2012-07-07,fall,1,july,0,saturday,0,clear,0.861667,0.804913,0.492083,1448,3392,4840,weekend,177,4,3,3,433,Good Days,Hot,Medium Humidity,High Rentals
2012-07-08,fall,1,july,0,sunday,0,clear,0.8225,0.790396,0.57375,1203,3469,4672,weekend,176,4,3,3,433,Good Days,Hot,Medium Humidity,High Rentals
2012-07-09,fall,1,july,0,monday,1,mist,0.710833,0.654054,0.683333,998,5571,6569,weekday,175,4,5,5,455,Best Days,Hot,High Humidity,Very High Rentals
2012-07-10,fall,1,july,0,tuesday,1,mist,0.720833,0.664796,0.6675,954,5336,6290,weekday,174,4,4,4,444,Best Days,Hot,High Humidity,Very High Rentals
2012-07-11,fall,1,july,0,wednesday,1,clear,0.716667,0.650271,0.633333,975,6289,7264,weekday,173,4,5,5,455,Best Days,Hot,Medium Humidity,Very High Rentals
2012-07-12,fall,1,july,0,thursday,1,clear,0.715833,0.654683,0.529583,1032,6414,7446,weekday,172,4,5,5,455,Best Days,Hot,Medium Humidity,Very High Rentals
2012-07-13,fall,1,july,0,friday,1,mist,0.731667,0.667933,0.485833,1511,5988,7499,weekday,171,4,5,5,455,Best Days,Hot,Medium Humidity,Very High Rentals
2012-07-14,fall,1,july,0,saturday,0,mist,0.703333,0.666042,0.699167,2355,4614,6969,weekend,170,4,5,5,455,Best Days,Hot,High Humidity,Very High Rentals
2012-07-15,fall,1,july,0,sunday,0,clear,0.745833,0.705196,0.717917,1920,4111,6031,weekend,169,4,4,4,444,Best Days,Hot,High Humidity,Very High Rentals
2012-07-16,fall,1,july,0,monday,1,clear,0.763333,0.724125,0.645,1088,5742,6830,weekday,168,4,5,5,455,Best Days,Hot,Medium Humidity,Very High Rentals
2012-07-17,fall,1,july,0,tuesday,1,clear,0.818333,0.755683,0.505833,921,5865,6786,weekday,167,4,5,5,455,Best Days,Hot,Medium Humidity,Very High Rentals
2012-07-18,fall,1,july,0,wednesday,1,clear,0.793333,0.745583,0.577083,799,4914,5713,weekday,166,4,4,4,444,Best Days,Hot,Medium Humidity,High Rentals
2012-07-19,fall,1,july,0,thursday,1,clear,0.77,0.714642,0.600417,888,5703,6591,weekday,165,4,5,5,455,Best Days,Hot,Medium Humidity,Very High Rentals
2012-07-20,fall,1,july,0,friday,1,mist,0.665833,0.613025,0.844167,747,5123,5870,weekday,164,4,4,4,444,Best Days,Warm,High Humidity,High Rentals
2012-07-21,fall,1,july,0,saturday,0,light rain,0.595833,0.549912,0.865417,1264,3195,4459,weekend,163,4,3,3,433,Good Days,Warm,High Humidity,Medium Rentals
2012-07-22,fall,1,july,0,sunday,0,mist,0.6675,0.623125,0.7625,2544,4866,7410,weekend,162,4,5,5,455,Best Days,Warm,High Humidity,Very High Rentals
2012-07-23,fall,1,july,0,monday,1,clear,0.741667,0.690017,0.694167,1135,5831,6966,weekday,161,4,5,5,455,Best Days,Hot,High Humidity,Very High Rentals
2012-07-24,fall,1,july,0,tuesday,1,clear,0.750833,0.70645,0.655,1140,6452,7592,weekday,160,4,5,5,455,Best Days,Hot,Medium Humidity,Very High Rentals
2012-07-25,fall,1,july,0,wednesday,1,clear,0.724167,0.654054,0.45,1383,6790,8173,weekday,159,4,5,5,455,Best Days,Hot,Medium Humidity,Very High Rentals
2012-07-26,fall,1,july,0,thursday,1,clear,0.776667,0.739263,0.596667,1036,5825,6861,weekday,158,4,5,5,455,Best Days,Hot,Medium Humidity,Very High Rentals
2012-07-27,fall,1,july,0,friday,1,clear,0.781667,0.734217,0.594583,1259,5645,6904,weekday,157,4,5,5,455,Best Days,Hot,Medium Humidity,Very High Rentals
2012-07-28,fall,1,july,0,saturday,0,clear,0.755833,0.697604,0.613333,2234,4451,6685,weekend,156,4,5,5,455,Best Days,Hot,Medium Humidity,Very High Rentals
2012-07-29,fall,1,july,0,sunday,0,clear,0.721667,0.667933,0.62375,2153,4444,6597,weekend,155,4,5,5,455,Best Days,Hot,Medium Humidity,Very High Rentals
2012-07-30,fall,1,july,0,monday,1,clear,0.730833,0.684987,0.66875,1040,6065,7105,weekday,154,4,5,5,455,Best Days,Hot,High Humidity,Very High Rentals
2012-07-31,fall,1,july,0,tuesday,1,clear,0.713333,0.662896,0.704167,968,6248,7216,weekday,153,4,5,5,455,Best Days,Hot,High Humidity,Very High Rentals
2012-08-01,fall,1,august,0,wednesday,1,clear,0.7175,0.667308,0.6775,1074,6506,7580,weekday,152,4,5,5,455,Best Days,Hot,High Humidity,Very High Rentals
2012-08-02,fall,1,august,0,thursday,1,clear,0.7525,0.707088,0.659583,983,6278,7261,weekday,151,4,5,5,455,Best Days,Hot,Medium Humidity,Very High Rentals
2012-08-03,fall,1,august,0,friday,1,mist,0.765833,0.722867,0.6425,1328,5847,7175,weekday,150,4,5,5,455,Best Days,Hot,Medium Humidity,Very High Rentals
2012-08-04,fall,1,august,0,saturday,0,clear,0.793333,0.751267,0.613333,2345,4479,6824,weekend,149,4,5,5,455,Best Days,Hot,Medium Humidity,Very High Rentals
2012-08-05,fall,1,august,0,sunday,0,clear,0.769167,0.731079,0.6525,1707,3757,5464,weekend,148,4,4,4,444,Best Days,Hot,Medium Humidity,High Rentals
2012-08-06,fall,1,august,0,monday,1,mist,0.7525,0.710246,0.654167,1233,5780,7013,weekday,147,4,5,5,455,Best Days,Hot,Medium Humidity,Very High Rentals
2012-08-07,fall,1,august,0,tuesday,1,mist,0.735833,0.697621,0.70375,1278,5995,7273,weekday,146,5,5,5,555,Best Days,Hot,High Humidity,Very High Rentals
2012-08-08,fall,1,august,0,wednesday,1,mist,0.75,0.707717,0.672917,1263,6271,7534,weekday,145,5,5,5,555,Best Days,Hot,High Humidity,Very High Rentals
2012-08-09,fall,1,august,0,thursday,1,clear,0.755833,0.699508,0.620417,1196,6090,7286,weekday,144,5,5,5,555,Best Days,Hot,Medium Humidity,Very High Rentals
2012-08-10,fall,1,august,0,friday,1,mist,0.715833,0.667942,0.715833,1065,4721,5786,weekday,143,5,4,4,544,Best Days,Hot,High Humidity,High Rentals
2012-08-11,fall,1,august,0,saturday,0,mist,0.6925,0.638267,0.732917,2247,4052,6299,weekend,142,5,4,4,544,Best Days,Warm,High Humidity,Very High Rentals
2012-08-12,fall,1,august,0,sunday,0,clear,0.700833,0.644579,0.530417,2182,4362,6544,weekend,141,5,5,5,555,Best Days,Hot,Medium Humidity,Very High Rentals
2012-08-13,fall,1,august,0,monday,1,clear,0.720833,0.662254,0.545417,1207,5676,6883,weekday,140,5,5,5,555,Best Days,Hot,Medium Humidity,Very High Rentals
2012-08-14,fall,1,august,0,tuesday,1,clear,0.726667,0.676779,0.686667,1128,5656,6784,weekday,139,5,5,5,555,Best Days,Hot,High Humidity,Very High Rentals
2012-08-15,fall,1,august,0,wednesday,1,clear,0.706667,0.654037,0.619583,1198,6149,7347,weekday,138,5,5,5,555,Best Days,Hot,Medium Humidity,Very High Rentals
2012-08-16,fall,1,august,0,thursday,1,clear,0.719167,0.654688,0.519167,1338,6267,7605,weekday,137,5,5,5,555,Best Days,Hot,Medium Humidity,Very High Rentals
2012-08-17,fall,1,august,0,friday,1,clear,0.723333,0.2424,0.570833,1483,5665,7148,weekday,136,5,5,5,555,Best Days,Hot,Medium Humidity,Very High Rentals
2012-08-18,fall,1,august,0,saturday,0,clear,0.678333,0.618071,0.603333,2827,5038,7865,weekend,135,5,5,5,555,Best Days,Warm,Medium Humidity,Very High Rentals
2012-08-19,fall,1,august,0,sunday,0,mist,0.635833,0.603554,0.711667,1208,3341,4549,weekend,134,5,3,3,533,Good Days,Warm,High Humidity,High Rentals
2012-08-20,fall,1,august,0,monday,1,mist,0.635833,0.595967,0.734167,1026,5504,6530,weekday,133,5,5,5,555,Best Days,Warm,High Humidity,Very High Rentals
2012-08-21,fall,1,august,0,tuesday,1,clear,0.649167,0.601025,0.67375,1081,5925,7006,weekday,132,5,5,5,555,Best Days,Warm,High Humidity,Very High Rentals
2012-08-22,fall,1,august,0,wednesday,1,clear,0.6675,0.621854,0.677083,1094,6281,7375,weekday,131,5,5,5,555,Best Days,Warm,High Humidity,Very High Rentals
2012-08-23,fall,1,august,0,thursday,1,clear,0.695833,0.637008,0.635833,1363,6402,7765,weekday,130,5,5,5,555,Best Days,Warm,Medium Humidity,Very High Rentals
2012-08-24,fall,1,august,0,friday,1,mist,0.7025,0.6471,0.615,1325,6257,7582,weekday,129,5,5,5,555,Best Days,Hot,Medium Humidity,Very High Rentals
2012-08-25,fall,1,august,0,saturday,0,mist,0.661667,0.618696,0.712917,1829,4224,6053,weekend,128,5,4,4,544,Best Days,Warm,High Humidity,Very High Rentals
2012-08-26,fall,1,august,0,sunday,0,mist,0.653333,0.595996,0.845833,1483,3772,5255,weekend,127,5,4,4,544,Best Days,Warm,High Humidity,High Rentals
2012-08-27,fall,1,august,0,monday,1,clear,0.703333,0.654688,0.730417,989,5928,6917,weekday,126,5,5,5,555,Best Days,Hot,High Humidity,Very High Rentals
2012-08-28,fall,1,august,0,tuesday,1,clear,0.728333,0.66605,0.62,935,6105,7040,weekday,125,5,5,5,555,Best Days,Hot,Medium Humidity,Very High Rentals
2012-08-29,fall,1,august,0,wednesday,1,clear,0.685,0.635733,0.552083,1177,6520,7697,weekday,124,5,5,5,555,Best Days,Warm,Medium Humidity,Very High Rentals
2012-08-30,fall,1,august,0,thursday,1,clear,0.706667,0.652779,0.590417,1172,6541,7713,weekday,123,5,5,5,555,Best Days,Hot,Medium Humidity,Very High Rentals
2012-08-31,fall,1,august,0,friday,1,clear,0.764167,0.6894,0.5875,1433,5917,7350,weekday,122,5,5,5,555,Best Days,Hot,Medium Humidity,Very High Rentals
2012-09-01,fall,1,september,0,saturday,0,mist,0.753333,0.702654,0.638333,2352,3788,6140,weekend,121,5,4,4,544,Best Days,Hot,Medium Humidity,Very High Rentals
2012-09-02,fall,1,september,0,sunday,0,mist,0.696667,0.649,0.815,2613,3197,5810,weekend,120,5,4,4,544,Best Days,Warm,High Humidity,High Rentals
2012-09-03,fall,1,september,1,monday,0,clear,0.7075,0.661629,0.790833,1965,4069,6034,weekday,119,5,4,4,544,Best Days,Hot,High Humidity,Very High Rentals
2012-09-04,fall,1,september,0,tuesday,1,clear,0.725833,0.686888,0.755,867,5997,6864,weekday,118,5,5,5,555,Best Days,Hot,High Humidity,Very High Rentals
2012-09-05,fall,1,september,0,wednesday,1,clear,0.736667,0.708983,0.74125,832,6280,7112,weekday,117,5,5,5,555,Best Days,Hot,High Humidity,Very High Rentals
2012-09-06,fall,1,september,0,thursday,1,mist,0.696667,0.655329,0.810417,611,5592,6203,weekday,116,5,4,4,544,Best Days,Warm,High Humidity,Very High Rentals
2012-09-07,fall,1,september,0,friday,1,clear,0.703333,0.657204,0.73625,1045,6459,7504,weekday,115,5,5,5,555,Best Days,Hot,High Humidity,Very High Rentals
2012-09-08,fall,1,september,0,saturday,0,mist,0.659167,0.611121,0.799167,1557,4419,5976,weekend,114,5,4,4,544,Best Days,Warm,High Humidity,Very High Rentals
2012-09-09,fall,1,september,0,sunday,0,clear,0.61,0.578925,0.5475,2570,5657,8227,weekend,113,5,5,5,555,Best Days,Warm,Medium Humidity,Very High Rentals
2012-09-10,fall,1,september,0,monday,1,clear,0.583333,0.565654,0.50375,1118,6407,7525,weekday,112,5,5,5,555,Best Days,Warm,Medium Humidity,Very High Rentals
2012-09-11,fall,1,september,0,tuesday,1,clear,0.5775,0.554292,0.52,1070,6697,7767,weekday,111,5,5,5,555,Best Days,Warm,Medium Humidity,Very High Rentals
2012-09-12,fall,1,september,0,wednesday,1,clear,0.599167,0.570075,0.577083,1050,6820,7870,weekday,110,5,5,5,555,Best Days,Warm,Medium Humidity,Very High Rentals
2012-09-13,fall,1,september,0,thursday,1,clear,0.6125,0.579558,0.637083,1054,6750,7804,weekday,109,5,5,5,555,Best Days,Warm,Medium Humidity,Very High Rentals
2012-09-14,fall,1,september,0,friday,1,clear,0.633333,0.594083,0.6725,1379,6630,8009,weekday,108,5,5,5,555,Best Days,Warm,High Humidity,Very High Rentals
2012-09-15,fall,1,september,0,saturday,0,clear,0.608333,0.585867,0.501667,3160,5554,8714,weekend,107,5,5,5,555,Best Days,Warm,Medium Humidity,Very High Rentals
2012-09-16,fall,1,september,0,sunday,0,clear,0.58,0.563125,0.57,2166,5167,7333,weekend,106,5,5,5,555,Best Days,Warm,Medium Humidity,Very High Rentals
2012-09-17,fall,1,september,0,monday,1,mist,0.580833,0.55305,0.734583,1022,5847,6869,weekday,105,5,5,5,555,Best Days,Warm,High Humidity,Very High Rentals
2012-09-18,fall,1,september,0,tuesday,1,mist,0.623333,0.565067,0.8725,371,3702,4073,weekday,104,5,2,2,522,Regular Days,Warm,High Humidity,Medium Rentals
2012-09-19,fall,1,september,0,wednesday,1,clear,0.5525,0.540404,0.536667,788,6803,7591,weekday,103,5,5,5,555,Best Days,Warm,Medium Humidity,Very High Rentals
2012-09-20,fall,1,september,0,thursday,1,clear,0.546667,0.532192,0.618333,939,6781,7720,weekday,102,5,5,5,555,Best Days,Warm,Medium Humidity,Very High Rentals
2012-09-21,fall,1,september,0,friday,1,clear,0.599167,0.571971,0.66875,1250,6917,8167,weekday,101,5,5,5,555,Best Days,Warm,High Humidity,Very High Rentals
2012-09-22,fall,1,september,0,saturday,0,clear,0.65,0.610488,0.646667,2512,5883,8395,weekend,100,5,5,5,555,Best Days,Warm,Medium Humidity,Very High Rentals
2012-09-23,winter,1,september,0,sunday,0,clear,0.529167,0.518933,0.467083,2454,5453,7907,weekend,99,5,5,5,555,Best Days,Warm,Medium Humidity,Very High Rentals
2012-09-24,winter,1,september,0,monday,1,clear,0.514167,0.502513,0.492917,1001,6435,7436,weekday,98,5,5,5,555,Best Days,Warm,Medium Humidity,Very High Rentals
2012-09-25,winter,1,september,0,tuesday,1,clear,0.55,0.544179,0.57,845,6693,7538,weekday,97,5,5,5,555,Best Days,Warm,Medium Humidity,Very High Rentals
2012-09-26,winter,1,september,0,wednesday,1,clear,0.635,0.596613,0.630833,787,6946,7733,weekday,96,5,5,5,555,Best Days,Warm,Medium Humidity,Very High Rentals
2012-09-27,winter,1,september,0,thursday,1,mist,0.65,0.607975,0.690833,751,6642,7393,weekday,95,5,5,5,555,Best Days,Warm,High Humidity,Very High Rentals
2012-09-28,winter,1,september,0,friday,1,mist,0.619167,0.585863,0.69,1045,6370,7415,weekday,94,5,5,5,555,Best Days,Warm,High Humidity,Very High Rentals
2012-09-29,winter,1,september,0,saturday,0,clear,0.5425,0.530296,0.542917,2589,5966,8555,weekend,93,5,5,5,555,Best Days,Warm,Medium Humidity,Very High Rentals
2012-09-30,winter,1,september,0,sunday,0,clear,0.526667,0.517663,0.583333,2015,4874,6889,weekend,92,5,5,5,555,Best Days,Warm,Medium Humidity,Very High Rentals
2012-10-01,winter,1,october,0,monday,1,mist,0.520833,0.512,0.649167,763,6015,6778,weekday,91,5,5,5,555,Best Days,Warm,Medium Humidity,Very High Rentals
2012-10-02,winter,1,october,0,tuesday,1,light rain,0.590833,0.542333,0.871667,315,4324,4639,weekday,90,5,3,3,533,Good Days,Warm,High Humidity,High Rentals
2012-10-03,winter,1,october,0,wednesday,1,mist,0.6575,0.599133,0.79375,728,6844,7572,weekday,89,5,5,5,555,Best Days,Warm,High Humidity,Very High Rentals
